id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
4062,22,Visa,Credit,4568990237174716.0,01/2022,624,YES,2,13600.0,2017-07-01,2017
1342,1823,Mastercard,Debit,5395349112538164.0,03/2020,34,YES,1,37468.0,2014-02-01,2014
5177,1823,Visa,Debit,4686195455656898.0,04/2021,292,NO,1,27864.0,2009-10-01,2012
3638,1823,Visa,Debit (Prepaid),4553257553445993.0,02/2020,55,NO,1,65.0,2018-06-01,2018
4048,1823,Visa,Debit,4597236520104139.0,03/2020,389,YES,1,31842.0,2016-07-01,2016
3244,1823,Visa,Credit,4206248084502476.0,03/2020,545,YES,2,14900.0,2002-06-01,2011
3201,1823,Visa,Credit,4907569031158213.0,08/2024,170,YES,2,12400.0,2018-05-01,2018
5242,589,Mastercard,Debit,5847682490938899.0,12/2020,383,YES,2,14094.0,2011-10-01,2018
4497,589,Mastercard,Debit,5025895057524839.0,01/2021,367,YES,1,8962.0,1999-09-01,2011
4257,1525,Mastercard,Debit (Prepaid),5842764862143149.0,12/2023,478,YES,1,77.0,2008-08-01,2009
1077,1525,Amex,Credit,316712000000000.0,05/2022,946,YES,1,8200.0,2006-02-01,2016
3853,1525,Mastercard,Debit (Prepaid),5095132989101394.0,10/2019,88,YES,2,50.0,2008-07-01,2008
4726,1525,Mastercard,Debit,5501198442764705.0,09/2010,847,YES,1,297.0,2009-09-01,2009
5493,69,Mastercard,Credit,5542688229083627.0,12/2022,439,YES,1,9300.0,2007-11-01,2014
2062,69,Mastercard,Debit,5859732793534498.0,06/2023,348,YES,2,24425.0,2004-03-01,2006
252,69,Visa,Credit,4565836303791159.0,09/2021,441,YES,2,3900.0,2010-01-01,2010
2514,69,Visa,Debit,4952248755072919.0,04/2020,398,YES,1,21098.0,2006-04-01,2009
5253,69,Visa,Credit,4550312126148406.0,01/2020,957,YES,1,10800.0,2011-10-01,2013
3294,69,Mastercard,Debit,5707448794545768.0,06/2024,39,YES,2,6817.0,2005-06-01,2016
62,234,Visa,Credit,4651180699756033.0,02/2024,460,YES,1,12600.0,2004-01-01,2011
5370,234,Mastercard,Debit (Prepaid),5896780709526638.0,11/2010,903,NO,1,42.0,2001-11-01,2004
5861,234,Mastercard,Credit,5888879465203741.0,12/2009,88,YES,2,6400.0,2006-12-01,2009
4799,234,Visa,Credit,4618393100129362.0,07/2020,775,YES,1,9800.0,2010-09-01,2011
2052,234,Visa,Debit,4081263773546457.0,07/2023,64,YES,1,4750.0,2003-03-01,2011
5178,234,Visa,Debit,4321384766522664.0,08/2021,682,NO,2,6532.0,2009-10-01,2009
2355,608,Mastercard,Debit,5446273979485247.0,11/2022,233,YES,1,1044.0,2016-03-01,2016
2278,608,Mastercard,Debit,5521214390191681.0,09/2018,672,YES,1,746.0,2011-03-01,2011
1655,608,Mastercard,Debit (Prepaid),5098538543569884.0,02/2020,816,YES,1,61.0,2020-02-01,2020
4567,374,Visa,Debit,4340110703036077.0,05/2022,710,YES,1,18771.0,2004-09-01,2009
5100,374,Visa,Debit,4892346599778032.0,01/2023,219,YES,1,17108.0,2007-10-01,2007
1919,374,Visa,Debit,4202710228630182.0,10/2023,579,YES,1,12446.0,2020-02-01,2020
3791,374,Visa,Credit,4300760560641973.0,01/2021,406,YES,1,8200.0,2006-07-01,2013
2569,374,Mastercard,Debit,5166839761897522.0,05/2022,983,YES,2,7081.0,2008-04-01,2010
1358,286,Mastercard,Debit,5601172841459295.0,02/2024,29,YES,1,23009.0,2015-02-01,2015
6092,286,Visa,Debit,4657379115764717.0,11/2017,578,YES,2,17973.0,2013-12-01,2013
4450,286,Mastercard,Debit,5843688837981178.0,10/2023,880,YES,1,12254.0,2015-08-01,2015
4782,286,Mastercard,Debit,5928230249203938.0,08/2022,212,YES,1,20799.0,2010-09-01,2010
4840,1435,Visa,Debit,4372566654697981.0,09/2023,83,YES,2,34818.0,2012-09-01,2012
2360,1435,Visa,Debit,4789580361652931.0,10/2020,216,YES,2,38837.0,2016-03-01,2016
4294,1435,Mastercard,Credit,5427161135500744.0,03/2024,304,YES,2,23500.0,2009-08-01,2020
4698,727,Visa,Credit,4379930917559486.0,11/2023,210,YES,2,10700.0,2008-09-01,2010
3808,727,Mastercard,Debit,5215692889951889.0,04/2022,134,YES,1,12451.0,2007-07-01,2008
1920,727,Visa,Credit,4751378907766314.0,04/2024,254,YES,2,6700.0,2020-02-01,2020
4295,727,Mastercard,Debit,5252574971670597.0,04/2018,920,YES,1,19086.0,2009-08-01,2011
2665,727,Visa,Credit,4116639367344725.0,05/2021,923,YES,2,9700.0,2010-04-01,2016
5896,1150,Mastercard,Credit,5974021114272858.0,09/2008,886,YES,2,17200.0,2007-12-01,2010
4672,1150,Mastercard,Debit,5770382684241108.0,06/2015,832,YES,2,29486.0,2008-09-01,2008
1225,1150,Mastercard,Credit,5587070999180300.0,04/2023,335,YES,2,9700.0,2010-02-01,2011
4856,1150,Mastercard,Debit,5768399039617120.0,07/2022,221,YES,2,20111.0,2013-09-01,2013
2551,1150,Visa,Credit,4320443111658308.0,10/2021,613,YES,1,13200.0,2007-04-01,2014
4484,332,Visa,Debit,4400145099296126.0,07/2020,57,YES,1,29728.0,2019-08-01,2019
5816,332,Mastercard,Credit,5516802254742641.0,10/2024,160,NO,1,7900.0,2004-12-01,2012
1198,332,Visa,Debit,4673279351880301.0,07/2023,339,YES,2,12106.0,2009-02-01,2009
253,332,Visa,Debit,4680771406185126.0,01/2013,913,YES,1,7452.0,2010-01-01,2018
1656,487,Mastercard,Debit,5459374115989094.0,07/2021,582,YES,1,28281.0,2020-02-01,2020
2835,487,Visa,Credit,4217570056214862.0,11/2013,636,YES,2,11400.0,2002-05-01,2014
2024,487,Mastercard,Debit,5514653687166060.0,08/2024,70,YES,1,28790.0,2001-03-01,2009
1335,137,Amex,Credit,315776000000000.0,05/2024,574,YES,2,9700.0,2014-02-01,2014
5442,137,Visa,Debit,4578702900762730.0,09/2022,433,YES,2,13352.0,2005-11-01,2012
6114,137,Visa,Debit,4168082636728790.0,03/2024,528,YES,1,28179.0,2015-12-01,2015
5897,570,Mastercard,Debit,5407444040414986.0,01/2024,334,YES,1,19132.0,2007-12-01,2014
4063,1121,Visa,Debit,4948136387572248.0,10/2019,49,YES,1,31535.0,2017-07-01,2017
1372,1121,Mastercard,Debit,5629988786276968.0,01/2018,537,YES,1,51951.0,2017-02-01,2017
5511,1121,Visa,Credit,4323924929422769.0,09/2020,171,YES,1,23400.0,2007-11-01,2008
5817,1121,Mastercard,Debit,5002267521388916.0,08/2020,143,YES,2,4130.0,2004-12-01,2015
3777,1121,Mastercard,Credit,5458395445867294.0,10/2011,347,YES,1,11500.0,2006-07-01,2010
4920,860,Visa,Credit,4642731433732483.0,09/2020,661,YES,2,22100.0,2018-09-01,2018
5412,860,Mastercard,Debit,5511755355725125.0,11/2010,644,YES,1,34722.0,2004-11-01,2010
3534,860,Visa,Debit,4695286118783923.0,12/2011,601,YES,1,21885.0,2011-06-01,2011
5782,860,Mastercard,Debit,5505577705152118.0,07/2020,828,YES,2,39870.0,2002-12-01,2003
3429,1203,Mastercard,Debit (Prepaid),5640678853508823.0,03/2023,57,YES,2,70.0,2009-06-01,2009
2302,944,Mastercard,Debit,5863955184387781.0,03/2023,881,YES,2,66930.0,2012-03-01,2012
372,944,Mastercard,Debit,5795522328185876.0,05/2020,134,YES,2,72274.0,2018-01-01,2018
2828,944,Mastercard,Debit,5043143066698540.0,09/2020,288,YES,2,130971.0,2002-05-01,2010
1921,944,Visa,Debit,4313972060102096.0,11/2024,601,YES,1,52717.0,2020-02-01,2020
3500,944,Visa,Credit,4582418773157215.0,12/2021,935,NO,1,25500.0,2010-06-01,2012
5550,944,Visa,Debit,4081497493570328.0,10/2017,60,YES,2,42541.0,2008-11-01,2012
6007,1737,Mastercard,Debit,5406672659038258.0,01/2023,826,YES,1,20090.0,2010-12-01,2011
1096,1737,Visa,Debit,4840352039939042.0,03/2021,40,YES,1,11906.0,2006-02-01,2009
3618,1737,Mastercard,Debit,5967723936818875.0,01/2022,556,YES,1,27888.0,2017-06-01,2017
5756,1737,Mastercard,Debit,5371022252715957.0,04/2024,192,YES,1,24132.0,1998-12-01,2008
3319,1709,Mastercard,Debit,5109330727953243.0,12/2023,947,YES,2,13461.0,2006-06-01,2010
5478,1018,Amex,Credit,302982000000000.0,08/2009,303,NO,1,9900.0,2007-11-01,2009
2393,1018,Mastercard,Debit,5675018091828270.0,11/2009,920,YES,2,4252.0,1994-04-01,2019
3022,1018,Visa,Credit,4299407178052848.0,12/2020,725,YES,2,9800.0,2009-05-01,2011
4077,1018,Mastercard,Debit,5605185522594083.0,07/2019,357,YES,2,16732.0,2019-07-01,2019
1922,1018,Visa,Debit,4564887957887151.0,01/2023,17,YES,1,13609.0,2020-02-01,2020
5970,1018,Mastercard,Debit,5565606559185997.0,05/2013,576,YES,2,17804.0,2009-12-01,2009
3911,275,Visa,Credit,4348372675855427.0,05/2023,727,YES,2,6200.0,2009-07-01,2010
63,275,Visa,Debit,4651206649559689.0,04/2023,125,YES,1,30891.0,2004-01-01,2011
2769,275,Mastercard,Debit,5348564290163186.0,01/2024,732,YES,1,31873.0,2017-04-01,2017
3036,275,Amex,Credit,325343000000000.0,07/2024,179,YES,2,15600.0,2010-05-01,2019
3893,1367,Mastercard,Debit (Prepaid),5008439256687405.0,12/2022,26,YES,1,110.0,2009-07-01,2012
2053,1367,Visa,Debit,4422286262403261.0,05/2024,81,YES,2,17405.0,2003-03-01,2003
865,1367,Visa,Debit (Prepaid),4249622290515029.0,12/2022,435,YES,2,58.0,2020-01-01,2020
4643,1367,Mastercard,Credit,5556924127105785.0,10/2011,777,YES,1,9200.0,2007-09-01,2007
2931,79,Mastercard,Debit,5142418384827692.0,12/2020,69,YES,2,6588.0,2007-05-01,2011
2671,79,Amex,Credit,352314000000000.0,03/2021,46,YES,2,12200.0,2011-04-01,2011
1924,79,Visa,Debit,4636375740619751.0,09/2022,747,YES,1,23083.0,2020-02-01,2020
5569,79,Mastercard,Debit,5923792663677656.0,02/2022,585,YES,1,21497.0,2009-11-01,2009
3320,1515,Mastercard,Debit (Prepaid),5823790653455975.0,02/2021,850,YES,3,29.0,2006-06-01,2012
5199,1515,Mastercard,Debit,5300232902137599.0,07/2022,711,YES,2,20165.0,2010-10-01,2012
5557,1515,Discover,Credit,6237354607435107.0,05/2022,959,YES,2,16300.0,2009-11-01,2011
5558,1515,Discover,Credit,6374995163580888.0,03/2020,743,YES,1,11100.0,2009-11-01,2010
2336,1515,Visa,Credit,4780949143263441.0,08/2023,540,YES,2,7700.0,2014-03-01,2014
4431,1964,Mastercard,Credit,5124729225452111.0,01/2017,871,YES,2,11600.0,2014-08-01,2014
2752,1964,Visa,Debit,4066451880192964.0,04/2016,9,YES,1,14960.0,2015-04-01,2015
2508,1964,Mastercard,Credit,5534545928651524.0,09/2021,779,YES,2,9600.0,2006-04-01,2015
5898,1964,Mastercard,Debit,5316533998904069.0,10/2020,61,YES,2,17367.0,2007-12-01,2007
1148,1676,Mastercard,Debit,5571882432332667.0,07/2020,838,YES,2,77.0,2008-02-01,2016
134,1676,Mastercard,Debit,5828285674944288.0,08/2024,192,YES,1,17360.0,2007-01-01,2010
5158,1676,Mastercard,Debit,5480672627250008.0,09/2021,129,YES,2,4055.0,2009-10-01,2017
1020,1519,Mastercard,Debit,5052440378992955.0,09/2023,144,YES,2,14216.0,2003-02-01,2010
2452,1519,Visa,Debit,4009658209741631.0,12/2023,357,NO,2,19037.0,2003-04-01,2011
4210,1519,Mastercard,Debit,5195329982261769.0,01/2020,148,YES,1,16028.0,2007-08-01,2011
2476,1519,Discover,Credit,6106487579112176.0,08/2010,762,YES,1,14200.0,2005-04-01,2011
4626,1098,Visa,Debit,4587822219584718.0,07/2023,49,YES,1,12640.0,2006-09-01,2009
2253,1098,Mastercard,Debit,5547459880579017.0,02/2020,116,YES,2,16868.0,2010-03-01,2010
1320,1098,Mastercard,Debit,5740589965857604.0,11/2022,40,YES,1,11121.0,2013-02-01,2013
5179,1098,Visa,Credit,4374571351357853.0,10/2020,674,YES,1,10000.0,2009-10-01,2010
2424,554,Visa,Debit (Prepaid),4356014925676102.0,07/2020,139,YES,2,56.0,2001-04-01,2011
2308,554,Visa,Debit,4439649579256628.0,01/2021,327,YES,2,27376.0,2012-03-01,2012
6070,554,Mastercard,Debit,5140694561445565.0,07/2019,960,YES,2,32676.0,2012-12-01,2012
3912,554,Visa,Debit,4096589319918041.0,04/2021,856,NO,1,25658.0,2009-07-01,2009
4275,554,Visa,Credit,4796299187967541.0,05/2018,852,NO,2,22800.0,2008-08-01,2011
1659,596,Mastercard,Credit,5610919224995166.0,06/2023,951,YES,2,10700.0,2020-02-01,2020
2753,596,Visa,Credit,4733769586168380.0,02/2021,556,YES,2,5100.0,2015-04-01,2015
1925,596,Visa,Credit,4520440445748141.0,01/2022,108,NO,1,7200.0,2020-02-01,2020
5985,170,Visa,Debit,4098737153492414.0,03/2020,894,YES,1,16740.0,2009-12-01,2011
866,170,Visa,Debit,4711760668874166.0,02/2020,378,YES,1,13841.0,2020-01-01,2020
4841,170,Visa,Debit,4969924078004898.0,12/2022,881,YES,1,15638.0,2012-09-01,2012
3340,170,Amex,Credit,332512000000000.0,05/2022,728,YES,1,11400.0,2007-06-01,2007
1344,794,Mastercard,Debit,5511781840326939.0,09/2022,876,YES,1,12501.0,2014-02-01,2014
4432,794,Mastercard,Debit (Prepaid),5872869557387766.0,01/2023,582,YES,1,71.0,2014-08-01,2014
3430,794,Mastercard,Debit,5794165239075456.0,01/2011,465,YES,2,11164.0,2009-06-01,2010
4306,1697,Visa,Debit,4048907303086785.0,09/2021,463,YES,2,8365.0,2009-08-01,2009
3023,1697,Visa,Debit,4110479205142550.0,12/2021,951,YES,2,17104.0,2009-05-01,2010
1101,1697,Amex,Credit,338367000000000.0,12/2013,279,YES,1,2100.0,2007-02-01,2009
73,1697,Mastercard,Debit,5683833994969618.0,04/2006,884,YES,1,13634.0,2005-01-01,2011
2746,1697,Mastercard,Debit (Prepaid),5803099724523617.0,09/2020,930,YES,1,63.0,2015-04-01,2015
3295,1697,Mastercard,Debit,5868327296481310.0,01/2023,32,YES,2,18721.0,2005-06-01,2009
3268,573,Amex,Credit,350866000000000.0,09/2023,265,YES,2,3400.0,2004-06-01,2008
2891,1026,Visa,Credit,4683287791246500.0,05/2018,517,NO,1,6200.0,2005-05-01,2013
983,1026,Visa,Debit (Prepaid),4766664432411893.0,04/2021,545,YES,2,31.0,2000-02-01,2014
5398,1026,Visa,Credit,4274713434654848.0,08/2021,743,YES,1,1000.0,2003-11-01,2009
2870,1026,Visa,Debit (Prepaid),4226159572103725.0,10/2023,756,YES,2,77.0,2004-05-01,2007
1927,402,Visa,Debit,4946571800021795.0,04/2023,686,NO,1,20709.0,2020-02-01,2020
2536,402,Mastercard,Debit,5332075103527991.0,10/2022,561,YES,2,20230.0,2007-04-01,2010
2698,402,Mastercard,Debit,5299237121049630.0,10/2023,876,YES,2,14749.0,2012-04-01,2012
1114,1551,Mastercard,Debit,5230397441824610.0,12/2020,954,YES,2,15967.0,2007-02-01,2009
2389,1551,Visa,Debit,4901552848355257.0,08/2024,325,YES,1,12250.0,2019-03-01,2019
5590,1551,Visa,Debit (Prepaid),4841863549456234.0,04/2024,875,YES,2,63.0,2009-11-01,2009
2537,1551,Mastercard,Debit (Prepaid),5938011695949462.0,08/2023,234,YES,2,66.0,2007-04-01,2010
2988,1551,Visa,Credit,4719385621754821.0,09/2022,503,YES,1,8500.0,2008-05-01,2014
4001,1672,Mastercard,Debit (Prepaid),5784144789342929.0,01/2024,653,NO,1,65.0,2012-07-01,2012
1451,1672,Discover,Credit,6839227927848570.0,02/2020,968,YES,2,16100.0,2020-02-01,2020
623,1672,Mastercard,Debit,5837070772426672.0,12/2020,507,YES,1,3313.0,2020-01-01,2020
5184,1135,Amex,Credit,376535000000000.0,06/2022,382,YES,2,20800.0,2010-10-01,2013
1419,1135,Amex,Credit,335380000000000.0,11/2020,42,YES,3,11700.0,2020-02-01,2020
870,1135,Visa,Debit,4573117764811951.0,06/2022,178,YES,1,33028.0,2020-01-01,2020
6093,1135,Visa,Debit,4703890283144405.0,04/2024,233,YES,1,19830.0,2013-12-01,2013
4037,1135,Mastercard,Debit,5663749194216135.0,02/2019,176,YES,1,22482.0,2015-07-01,2015
4977,1135,Visa,Credit,4018902833542405.0,08/2023,755,YES,1,22400.0,2002-10-01,2010
3081,1135,Visa,Debit (Prepaid),4850287414377343.0,10/2024,123,YES,1,62.0,2010-05-01,2012
337,1589,Visa,Debit,4939717188461311.0,10/2023,395,NO,1,11912.0,2014-01-01,2014
4913,1589,Mastercard,Debit,5174537590358880.0,12/2024,473,YES,2,13064.0,2017-09-01,2017
5306,1589,Mastercard,Debit,5693986376592853.0,10/2016,390,YES,2,8912.0,2015-10-01,2015
1149,1002,Mastercard,Debit,5609582366095384.0,01/2020,292,YES,2,15962.0,2008-02-01,2013
1069,1411,Visa,Credit,4048254149559977.0,11/2020,440,YES,1,18200.0,2005-02-01,2014
3778,1411,Mastercard,Debit,5119838138946124.0,08/2016,162,YES,2,3450.0,2006-07-01,2014
4700,1411,Visa,Debit,4698652103391033.0,05/2021,88,YES,1,3450.0,2008-09-01,2016
5761,1411,Mastercard,Debit,5631140574725941.0,11/2023,370,YES,1,39598.0,1999-12-01,2006
1368,1654,Mastercard,Debit,5041427711902777.0,01/2022,748,YES,1,36502.0,2016-02-01,2016
2915,1654,Visa,Credit,4757921989009514.0,10/2023,921,YES,1,14900.0,2006-05-01,2014
5257,1654,Mastercard,Credit,5871669086673415.0,09/2020,698,YES,1,11800.0,2012-10-01,2012
1200,1654,Amex,Credit,333081000000000.0,06/2024,480,YES,1,14000.0,2010-02-01,2012
4276,1654,Visa,Credit,4897401691817585.0,05/2022,951,YES,2,16000.0,2008-08-01,2009
2189,1330,Mastercard,Debit,5075163198448769.0,10/2022,30,YES,2,32557.0,2008-03-01,2008
6045,1330,Mastercard,Debit,5471442279898272.0,02/2021,537,NO,1,21820.0,2011-12-01,2011
4579,1330,Mastercard,Debit,5728056480439167.0,06/2024,992,YES,2,14448.0,2005-09-01,2011
5123,790,Mastercard,Debit,5112985372677713.0,08/2022,62,YES,2,19038.0,2008-10-01,2010
3350,790,Mastercard,Debit,5422967140573110.0,03/2012,803,YES,1,23632.0,2007-06-01,2009
3275,552,Mastercard,Debit,5115906061769120.0,12/2022,219,YES,2,18627.0,2004-06-01,2010
3604,883,Amex,Credit,364279000000000.0,02/2020,191,YES,1,12500.0,2016-06-01,2016
5302,359,Amex,Credit,364647000000000.0,04/2020,223,YES,1,17200.0,2015-10-01,2015
2331,359,Mastercard,Debit,5012576433104478.0,01/2015,411,YES,1,31163.0,2014-03-01,2014
3567,359,Mastercard,Debit (Prepaid),5317204750431758.0,05/2024,412,YES,1,59.0,2013-06-01,2013
2489,359,Mastercard,Credit,5757079020713035.0,06/2024,544,NO,1,13500.0,2005-04-01,2009
3024,1921,Visa,Credit,4297525095541797.0,05/2022,49,YES,2,8900.0,2009-05-01,2010
3810,1921,Mastercard,Credit,5454401798231056.0,12/2024,360,YES,1,2900.0,2007-07-01,2012
1181,1921,Mastercard,Debit (Prepaid),5403639313421706.0,04/2020,283,YES,2,89.0,2009-02-01,2009
5570,557,Mastercard,Debit,5755010791716629.0,04/2022,497,YES,2,6090.0,2009-11-01,2011
5914,1936,Visa,Debit,4653215018449189.0,09/2014,624,YES,1,27006.0,2007-12-01,2007
3006,1936,Mastercard,Debit,5454198029567960.0,08/2023,161,YES,1,34348.0,2009-05-01,2010
5531,1936,Mastercard,Debit,5278876115993600.0,12/2008,948,YES,1,25659.0,2008-11-01,2011
2264,1936,Visa,Credit,4844646610537453.0,08/2020,174,YES,2,14500.0,2010-03-01,2010
5551,1936,Visa,Credit,4343987004496524.0,09/2024,81,YES,1,16400.0,2008-11-01,2008
5532,468,Mastercard,Debit,5407924790398155.0,08/2021,69,YES,1,21900.0,2008-11-01,2011
4705,468,Amex,Credit,338642000000000.0,08/2024,678,NO,2,13100.0,2009-09-01,2009
3450,1651,Visa,Credit,4274011202694035.0,06/2022,289,YES,2,25400.0,2009-06-01,2012
4181,1651,Mastercard,Debit,5092747474352987.0,02/2011,356,YES,2,21177.0,2006-08-01,2007
339,1585,Visa,Debit,4915076647608173.0,08/2023,63,NO,1,14708.0,2014-01-01,2014
2721,1585,Visa,Debit,4535134357521443.0,03/2022,877,YES,2,19197.0,2013-04-01,2013
6103,1585,Mastercard,Debit,5325994058715063.0,04/2022,617,YES,1,14830.0,2014-12-01,2014
4498,1245,Mastercard,Debit,5709693631749938.0,10/2021,320,YES,1,6631.0,1999-09-01,2012
6008,1245,Mastercard,Debit,5774873617908688.0,08/2024,550,YES,1,13910.0,2010-12-01,2016
4873,1245,Mastercard,Credit,5352138305305282.0,05/2024,190,YES,2,6900.0,2014-09-01,2014
5347,1245,Mastercard,Debit,5152221647441116.0,10/2020,628,YES,1,19955.0,1994-11-01,2007
5675,1245,Mastercard,Debit (Prepaid),5318319036148549.0,08/2024,577,YES,2,66.0,2012-11-01,2012
3451,1245,Visa,Credit,4110883178370891.0,04/2024,317,YES,1,9900.0,2009-06-01,2009
4759,732,Discover,Credit,6457800663577684.0,01/2012,285,YES,1,9200.0,2010-09-01,2010
5200,732,Mastercard,Debit,5810725153736837.0,05/2022,279,YES,1,9420.0,2010-10-01,2012
1115,732,Mastercard,Debit (Prepaid),5486503850400569.0,05/2021,264,NO,2,49.0,2007-02-01,2011
5948,732,Visa,Debit,4023270767899228.0,04/2020,32,YES,2,18535.0,2008-12-01,2008
5220,732,Visa,Debit,4442324693688145.0,09/2023,130,YES,1,10104.0,2010-10-01,2015
46,732,Visa,Debit (Prepaid),4820966230615076.0,11/2022,662,YES,2,63.0,2003-01-01,2010
2303,476,Mastercard,Credit,5187732819891507.0,12/2014,87,YES,3,10100.0,2012-03-01,2012
1070,476,Visa,Debit,4385795693863379.0,06/2024,806,YES,2,31535.0,2005-02-01,2009
5684,476,Mastercard,Debit,5531706766680785.0,08/2015,158,YES,1,21282.0,2013-11-01,2013
2666,164,Visa,Credit,4141753158398487.0,03/2022,11,YES,1,5100.0,2010-04-01,2011
3210,164,Mastercard,Debit,5220177364102104.0,02/2020,680,YES,1,14103.0,1999-06-01,2008
3748,164,Visa,Debit,4984493732494807.0,07/2022,688,YES,2,21847.0,2005-07-01,2011
5272,164,Mastercard,Debit,5175150411772712.0,09/2020,502,YES,1,28425.0,2013-10-01,2013
3648,40,Amex,Credit,389912000000000.0,09/2023,269,YES,2,8200.0,1998-07-01,2011
2437,40,Visa,Debit,4299508349741779.0,09/2021,579,YES,2,1462.0,2002-04-01,2013
1289,40,Visa,Debit (Prepaid),4569310605904110.0,07/2021,990,YES,2,58.0,2011-02-01,2011
2011,40,Mastercard,Debit,5488342944613905.0,03/2011,880,YES,2,142.0,1999-03-01,2014
4400,1,Visa,Debit,4843491272960882.0,01/2017,625,YES,1,18105.0,2012-08-01,2012
3682,1,Visa,Credit,4417513283605637.0,04/2014,84,YES,1,10900.0,2002-07-01,2013
4652,1,Visa,Credit,4419924074647230.0,12/2021,1,NO,1,12800.0,2007-09-01,2011
4890,988,Visa,Debit,4574140981154350.0,08/2016,627,YES,1,18579.0,2015-09-01,2015
3935,988,Mastercard,Credit,5595598905079193.0,09/2021,15,YES,1,13200.0,2010-07-01,2010
1422,988,Amex,Credit,381187000000000.0,04/2023,440,YES,2,1900.0,2020-02-01,2020
4384,988,Visa,Credit,4844474344137395.0,07/2024,601,YES,2,17100.0,2011-08-01,2011
3158,660,Visa,Debit,4522536096309018.0,10/2015,832,NO,1,16820.0,2014-05-01,2014
5185,660,Amex,Credit,340489000000000.0,02/2022,91,YES,1,12000.0,2010-10-01,2014
2343,1381,Mastercard,Debit,5936146704569186.0,10/2018,616,YES,1,21357.0,2015-03-01,2015
3738,1381,Mastercard,Debit,5382896062305963.0,11/2022,543,YES,1,22964.0,2005-07-01,2011
628,1381,Mastercard,Debit,5063833404835994.0,12/2024,954,YES,1,16769.0,2020-01-01,2020
5635,1381,Visa,Credit,4677022173671023.0,06/2016,438,YES,1,10100.0,2010-11-01,2010
2722,184,Visa,Debit,4266071650368100.0,12/2024,345,YES,1,20773.0,2013-04-01,2013
2475,184,Amex,Credit,337715000000000.0,01/2022,540,YES,1,15300.0,2005-04-01,2012
3936,184,Mastercard,Debit,5758058384603555.0,01/2023,365,YES,2,11160.0,2010-07-01,2010
3211,184,Mastercard,Debit (Prepaid),5279859317968599.0,12/2022,265,YES,2,110.0,1999-06-01,2017
4800,184,Visa,Debit,4762407160723213.0,06/2024,115,YES,2,8766.0,2010-09-01,2020
4935,184,Mastercard,Debit (Prepaid),5231369185894594.0,01/2021,156,YES,2,95.0,1998-10-01,2012
4701,1183,Visa,Credit,4985248597765518.0,11/2020,814,YES,2,9100.0,2008-09-01,2015
4727,1183,Mastercard,Debit,5983398661297116.0,10/2010,300,YES,2,15441.0,2009-09-01,2009
2858,1183,Mastercard,Debit,5382214816700100.0,04/2019,291,YES,2,12021.0,2004-05-01,2014
4211,1183,Mastercard,Debit,5662897470767553.0,05/2023,180,YES,1,8887.0,2007-08-01,2014
